#Frame      Mode1    Mode2    Mode3
     733  -62.232  190.994  148.674
     734  -60.599  190.381  148.068
     735  -61.714  190.277  148.138
     736  -63.194  189.306  149.550
     737  -63.275  192.199  147.775
     738  -62.259  191.229  146.236
     739  -64.435  192.593  144.644
     740  -63.545  192.686  147.569
     741  -64.459  189.818  146.546
     742  -66.130  189.920  148.627
     743  -65.883  189.306  148.299
     744  -68.153  192.529  146.561
     745  -69.084  189.392  143.837
     746  -69.074  192.684  146.263
     747  -70.498  192.897  146.497
     748  -70.841  195.425  148.049
     749  -69.969  195.592  146.399
     750  -73.326  194.667  146.869
     751  -72.581  196.565  145.628
     752  -72.573  195.132  147.093
     753  -72.222  194.262  145.191
     754  -72.585  193.107  145.411
     755  -71.773  192.283  146.574
     756  -73.856  191.498  144.290
     757  -74.513  188.517  143.817
     758  -70.746  190.885  144.828
     759  -69.650  188.210  144.212
     760  -71.015  189.083  144.005
     761  -70.933  189.248  144.835
     762  -71.619  191.406  145.119
     763  -73.684  191.569  143.005
     764  -72.328  190.813  144.703
     765  -70.997  190.300  144.618
     766  -67.863  191.135  145.197
     767  -68.084  189.924  144.248
     768  -66.798  188.295  142.966
     769  -67.709  189.134  140.220
     770  -65.966  188.773  141.458
     771  -63.956  189.325  142.048
     772  -62.729  189.858  142.728
     773  -63.419  188.422  143.049
     774  -62.200  190.305  143.018
     775  -63.861  189.463  143.298
     776  -64.504  191.078  143.975
     777  -62.575  188.478  143.969
     778  -60.334  187.756  143.640
     779  -60.072  187.318  142.233
     780  -60.503  189.046  142.997
     781  -61.837  189.512  143.385
     782  -61.689  190.832  144.367
     783  -57.505  188.224  144.377
     784  -60.107  190.115  144.285
     785  -59.005  189.836  143.102
     786  -58.760  189.045  143.935
     787  -58.186  190.092  144.064
     788  -56.749  189.802  142.988
     789  -56.261  187.379  141.883
     790  -54.324  188.113  139.069
     791  -53.257  189.044  139.490
     792  -55.408  186.696  139.096
     793  -52.945  186.730  138.466
     794  -52.945  188.724  138.531
     795  -52.174  191.474  137.610
     796  -54.620  189.700  138.331
     797  -54.262  189.605  138.180
     798  -54.413  191.511  139.959
     799  -55.234  190.375  138.882
     800  -52.827  189.937  137.593
     801  -52.208  190.015  137.162
     802  -51.720  190.305  138.262
     803  -51.988  187.840  135.588
     804  -56.903  189.148  135.945
     805  -57.909  188.105  136.739
     806  -57.587  189.883  137.080
     807  -57.281  191.819  137.623
     808  -55.850  189.280  136.605
     809  -54.847  190.157  134.795
     810  -55.262  192.050  133.545
     811  -53.644  191.783  133.502
     812  -54.400  191.907  132.126
     813  -55.090  191.622  132.524
     814  -53.360  190.766  131.180
     815  -55.769  192.397  133.798
     816  -55.270  192.919  131.623
     817  -54.328  191.708  132.418
     818  -51.549  191.462  131.601
     819  -50.787  191.845  132.377
     820  -53.065  192.553  132.878
     821  -55.809  190.217  130.681
     822  -57.032  189.628  130.568
     823  -57.935  189.050  130.190
     824  -58.832  190.224  130.979
     825  -59.001  190.614  131.536
     826  -61.685  189.831  132.233
     827  -62.578  190.865  132.009
     828  -63.013  192.277  135.486
     829  -62.161  192.618  134.910
     830  -59.925  193.469  136.248
     831  -57.527  191.183  137.243
     832  -57.759  190.359  136.416
     833  -56.538  192.144  138.549
     834  -55.683  191.780  137.008
     835  -59.344  190.930  135.752
     836  -61.414  190.169  139.360
     837  -61.288  190.199  139.850
     838  -61.153  188.060  140.807
     839  -62.256  186.158  141.181
     840  -63.300  187.794  143.180
     841  -62.747  188.222  141.574
     842  -62.274  187.301  141.775
     843  -60.936  186.850  141.371
     844  -60.424  188.200  141.641
     845  -60.651  187.064  140.241
     846  -61.066  187.464  141.000
     847  -62.559  187.405  142.456
     848  -63.069  188.390  142.436
     849  -63.102  188.614  142.472
     850  -63.702  186.703  143.817
     851  -64.998  189.024  144.890
     852  -63.227  185.554  143.992
     853  -65.031  186.302  144.568
     854  -62.466  186.390  145.385
     855  -61.323  184.772  145.112
     856  -60.186  185.177  146.442
     857  -61.594  185.756  145.016
     858  -59.469  183.542  145.215
     859  -60.256  186.505  146.000
     860  -59.122  185.877  146.296
     861  -58.254  186.683  148.166
     862  -58.007  186.699  148.716
     863  -60.703  187.944  148.668
     864  -60.773  188.999  149.219
     865  -62.121  186.959  146.725
     866  -65.774  190.021  145.144
     867  -65.165  191.363  145.637
     868  -65.189  192.895  144.649
     869  -65.663  193.811  144.840
